/out X,/out Y
0,0.2652822129686896
1.6e-07,0.265282212968268
4.800000000000001e-07,0.265282212967425
1.12e-06,0.265282212965739
2.400000000000001e-06,0.2652822129623666
4.960000000000002e-06,0.2652822129556219
8.160000000000001e-06,0.2652822129471906
1.136e-05,0.2652822129387593
1.456e-05,0.2652822129303279
1.776e-05,0.2652822129218967
2e-05,0.2652822129159949
2.0003125e-05,0.2652822163597004
2.000802017029902e-05,0.2652822201500364
2.000893283846057e-05,0.2652822202942643
2.001075817478366e-05,0.2652822169358137
2.00112337016426e-05,0.2652822146047679
2.001218475536048e-05,0.265282203445079
2.001311250358179e-05,0.2652821800051339
2.001357637769245e-05,0.2652821619689353
2.001450412591376e-05,0.2652821060887375
2.001597726834049e-05,0.2652819329254065
2.001843994582869e-05,0.2652812302054207
2.00197700157253e-05,0.2652805576923534
2.002067061074845e-05,0.265279957066968
2.002169765051092e-05,0.2652791274399782
2.002252868512483e-05,0.2652783547835854
2.0023355625735e-05,0.2652775155513326
2.002405316652867e-05,0.2652767694622433
2.002492952260829e-05,0.2652758086429655
2.00257819810529e-05,0.2652748769004011
2.00267245692582e-05,0.2652738877448452
2.002764780530036e-05,0.2652729965654122
2.00285375647945e-05,0.2652722415646817
2.002958344862345e-05,0.2652715185729853
2.003167521628135e-05,0.2652707042055116
2.003363548049215e-05,0.2652707413488221
2.003685396235118e-05,0.2652723015282652
2.003783614924992e-05,0.2652730998094476
2.003980052304741e-05,0.2652750055760404
2.004078270994615e-05,0.2652760880671423
2.004274708374364e-05,0.265278426606875
2.004667583133862e-05,0.2652835061074107
2.005e-05,0.2652879901037848
2.005089156824939e-05,0.2652891802870516
2.005249523934578e-05,0.2652912942779465
2.00539289242214e-05,0.2652931484386899
2.005679629397264e-05,0.2652967908883266
2.006253103347513e-05,0.2653039131184802
2.00740005124801e-05,0.2653177766606708
2.009693947049005e-05,0.2653444573643001
2.014281738650993e-05,0.2653948047057388
2.02e-05,0.2654528415021384
2.02065443834037e-05,0.2654558496251008
2.021963315021109e-05,0.2654587067086067
2.02236774658609e-05,0.2654586453713105
2.02256996236858e-05,0.265458631158365
2.02297439393356e-05,0.2654586187822323
2.023783257063521e-05,0.265458625579392
2.025400983323443e-05,0.2654586739499985
2.028636435843287e-05,0.2654587822261426
2.035107340882975e-05,0.2654589961064989
2.048049150962351e-05,0.2654594254261258
2.073932771121102e-05,0.2654602828441917
2.125700011438606e-05,0.2654619987608581
2.229234492073612e-05,0.2654654295545933
2.367117246036806e-05,0.2654699992753616
2.505e-05,0.265474568310071
2.50625e-05,0.2654746018226378
2.506558377690729e-05,0.2654746117683128
2.507175133072187e-05,0.2654746336214994
2.50729621000708e-05,0.2654746387429944
2.507425309084691e-05,0.2654746454536326
2.507466642456737e-05,0.2654746482442968
2.507549309200831e-05,0.2654746553540048
2.507627822620641e-05,0.2654746623997109
2.507706569385041e-05,0.2654746685144453
2.507785784039557e-05,0.2654746745835379
2.507890356213606e-05,0.265474682067936
2.507964195580179e-05,0.2654746864049317
2.508036734047794e-05,0.2654746897105034
2.508136758716523e-05,0.2654746935161183
2.508209087405198e-05,0.2654746959740782
2.508304269943367e-05,0.2654746989873409
2.508429589493362e-05,0.2654747026619033
2.508608449588317e-05,0.2654747075118492
2.508810801850859e-05,0.2654747125084777
2.509113747961164e-05,0.2654747192581485
2.509410387974924e-05,0.2654747251744254
2.509705193987462e-05,0.2654747306076313
2.51e-05,0.2654747357638621
2.510084693725782e-05,0.2654747385742828
2.5102300935861e-05,0.2654747433933767
2.510363846663064e-05,0.265474747825882
2.510631352816992e-05,0.2654747566909616
2.511166365124848e-05,0.2654747744210515
2.512236389740559e-05,0.2654748098812983
2.514376438971982e-05,0.2654748808017164
2.518656537434829e-05,0.2654750226425937
2.527216734360521e-05,0.2654753063241694
2.544337128211905e-05,0.2654758736869479
2.578577915914674e-05,0.2654770084106702
2.647059491320212e-05,0.2654792778511192
2.784022642131288e-05,0.2654838167036772
3e-05,0.2654909739492484
3.00125e-05,0.265557676372108
3.001558381198432e-05,0.2656503099977987
3.001712571797648e-05,0.2658468493219317
3.001887629193474e-05,0.2666342768250498
3.001989878537766e-05,0.2676518964432382
3.002077321268064e-05,0.2691076466853033
3.00217140735749e-05,0.2715415320760622
3.002249248818369e-05,0.2744318779983437
3.002317493010137e-05,0.2777657445754998
3.002402575289222e-05,0.2834728045898018
3.002473125786343e-05,0.2912975999026323
3.002556017037802e-05,0.3068644758874464
3.002633750802768e-05,0.3273243404543756
3.002729505245622e-05,0.3573539623485095
3.002817140368096e-05,0.3875768890392345
3.002912676021658e-05,0.4221555188208891
