/memory X,/memory Y
0,0.004440798068974319
1.6e-07,0.004440798068974319
4.800000000000001e-07,0.00444079806897432
1.12e-06,0.00444079806897432
2.400000000000001e-06,0.00444079806897432
4.960000000000002e-06,0.004440798068974321
8.160000000000001e-06,0.004440798068974321
1.136e-05,0.004440798068974322
1.456e-05,0.004440798068974321
1.776e-05,0.004440798068974322
2e-05,0.004440798068974321
2.00125e-05,0.008342903078473161
2.001558376405128e-05,0.01142603514045499
2.001725272735875e-05,0.01547149446722343
2.001885718492058e-05,0.0219599484662492
2.001987719735795e-05,0.02757742660060662
2.002071991075e-05,0.03308788818130982
2.002163194932494e-05,0.03986096120239515
2.002243689153645e-05,0.04645187930365895
2.002318538358762e-05,0.0530064649362459
2.002392351490093e-05,0.05978410427690065
2.00247078996674e-05,0.06722910206827393
2.002564922072065e-05,0.07635073118284394
2.002651190685619e-05,0.08476293446809391
2.00275817810224e-05,0.09508668920253589
2.002844522241526e-05,0.1032302838925417
2.002945636074831e-05,0.112452087099072
2.00314786374144e-05,0.1296531730220033
2.003325036939498e-05,0.1433141780123088
2.003679383335616e-05,0.1673343034817774
2.004044296132355e-05,0.1889078196661636
2.004163380962148e-05,0.1955295489074244
2.004401550621734e-05,0.2084827521422676
2.004700775310867e-05,0.2243779816858972
2.005e-05,0.2400166526494926
2.005085230733361e-05,0.2443836243631879
2.005231932250588e-05,0.2518400152085419
2.005366794762151e-05,0.2586156440771826
2.005636519785276e-05,0.2720832464855095
2.006175969831528e-05,0.2989227927843455
2.00725486992403e-05,0.3525450177993992
2.009412670109036e-05,0.4597223383297924
2.013728270479047e-05,0.6744082918836664
2.02e-05,0.9854462590311143
2.020783966190119e-05,0.9960295226992356
2.022351898570358e-05,1.0018049899267
2.022786738170486e-05,1.000270970338771
2.02300415797055e-05,1.000124757282302
2.023112867870582e-05,1.000085601838911
2.023330287670646e-05,1.000038661479341
2.023765127270774e-05,1.000004597907955
2.02463480647103e-05,0.9999974039040572
2.026374164871542e-05,0.9999991393416291
2.029852881672566e-05,0.9999981576164778
2.036810315274613e-05,0.9999989095206979
2.050725182478709e-05,0.9999982491999142
2.078554916886899e-05,0.9999988684731882
2.13421438570328e-05,0.9999982686493666
2.245533323336042e-05,0.9999988590043184
2.375266661668021e-05,0.9999982744256779
2.505e-05,0.9999988537214697
2.50625e-05,0.9999858727470802
2.506558376761853e-05,0.9999863729512124
2.507175130285558e-05,0.999990481807434
2.507296205066788e-05,0.9999930916352684
2.507426708305541e-05,0.9999987330356781
2.507504844198281e-05,1.000006701760363
2.507591752433481e-05,1.000018775741958
2.507702618844765e-05,1.000032358982581
2.507772022727311e-05,1.000040280176675
2.507845348504569e-05,1.00004863295081
2.507896028280495e-05,1.000053138857879
2.507954080329421e-05,1.000057030693713
2.508070184427272e-05,1.000059552939619
2.508157854538146e-05,1.000059681094571
2.508227106784713e-05,1.000059123647175
2.508339404644662e-05,1.000057539724094
2.508464218127147e-05,1.00005501855672
2.508658969344069e-05,1.00004988894344
2.508882407475044e-05,1.000042427318588
2.50917336483624e-05,1.000030373221627
2.509491732631974e-05,1.000014386501145
2.509745866315988e-05,1.000000111609708
2.51e-05,0.9999850406133274
2.510079520566309e-05,0.9999850420467122
