/I0/p X,/I0/p Y
0,0
1.07421875e-07,4.979004556426269e-09
3.22265625e-07,1.493702927351477e-08
7.51953125e-07,3.485325035462965e-08
1.611328125e-06,7.468725295791417e-08
3.330078125e-06,1.543684912234418e-07
6.767578125e-06,3.138398459928728e-07
1.3642578125e-05,6.336661478220444e-07
2.7392578125e-05,1.280454308156745e-06
5.4892578125e-05,2.63191764141037e-06
0.000109892578125,5.818700380999159e-06
0.0001799462890625,1.175080708560531e-05
0.00025,2.170832580119145e-05
0.0002587567138671875,2.014535543421418e-05
0.0002762701416015625,1.732661058369469e-05
0.0003112969970703124,1.272224691051865e-05
0.0003813507080078123,6.418319614602572e-06
0.0005,0
0.000625,-8.502081856803598e-06
0.00075,-2.674663066726978e-05
0.000765625,-2.341435529720402e-05
0.0007968750000000001,-1.785604370244907e-05
0.0008593750000000001,-9.987066600445353e-06
0.0009296875000000001,-4.26481357590764e-06
0.001,0
0.00100025,1.258498056318779e-05
0.001000625,0.0001337713532011948
0.001001,0.001358405552950772
0.0010011875,0.001358403802506843
0.0010015625,0.001358400301940644
0.0010023125,0.00135839330210025
0.001003812499999999,0.001358379307585254
0.001006812499999999,0.001358351339200652
0.001012812499999998,0.001358295484871008
0.001024812499999996,0.001358184104838197
0.001048812499999992,0.001357962650290649
0.001074406249999996,0.001357728388543424
0.0011,0.001357496062791599
0.001101,0.00136871780330086
0.0011010625,0.0009306560493693699
0.0011011875,0.0004302585119641144
0.0011014375,9.1886543802058e-05
0.00110171875,1.57235688963883e-05
0.001102,9.264118979434568e-08
0.001102140625,9.91556767872331e-08
0.0011022109375,1.024129696653308e-07
0.001102351562499999,1.089276596474746e-07
0.001102632812499999,1.219574871313095e-07
0.001103195312499998,1.480191771141892e-07
0.001104320312499995,2.001526568433537e-07
0.001106570312499991,3.044756972571472e-07
0.001111070312499981,5.134716569631966e-07
0.001120070312499962,9.338701341555572e-07
0.001138070312499925,1.792423584035136e-06
0.00117407031249985,3.647833567906942e-06
0.0012460703124997,8.521843123286196e-06
0.00135,2.169357175354395e-05
0.0013578125,2.029489666667858e-05
0.0013734375,1.774449883300988e-05
0.0014046875,1.348990529262998e-05
0.0014671875,7.455272213395581e-06
0.00153359375,3.231643665929147e-06
0.0016,0
0.0017328125,-9.219366531525835e-06
0.00185,-2.672845233942962e-05
0.0018578125,-2.501210460062571e-05
0.0018734375,-2.188083903729864e-05
0.0019046875,-1.665181090781929e-05
0.0019671875,-9.219366531525853e-06
0.00203359375,-4.001610864694381e-06
0.0021,7.532792465415042e-18
0.002100250000000001,1.257642719045094e-05
0.002100625,0.0001336804355998427
0.002101,0.001357482423922146
0.002101187500000001,0.001357480729811859
0.002101562500000001,0.001357477341898886
0.002102312500000002,0.001357470567303085
0.002103812500000003,0.001357457023029975
0.002106812500000006,0.00135742995414107
0.002112812500000012,0.001357375894859505
0.002124812500000024,0.001357268089221143
0.002148812500000048,0.001357053721222878
0.002174406250000024,0.001356826926386234
0.0022,0.001356601975907818
0.002201,0.001367816627301783
0.0022010625,0.0009300432971316419
0.0022011875,0.0004299752259249951
0.002201437500000001,9.182604488264489e-05
0.002201718750000001,1.571321635848334e-05
0.002202,9.258019400509659e-08
0.002202140625000001,9.909039180603655e-08
0.002202210937500001,1.02345540053496e-07
0.002202351562500001,1.088559407057397e-07
0.002202632812500003,1.218771892351237e-07
0.002203195312500005,1.479217199692296e-07
0.002204320312500009,2.000208745510722e-07
0.002206570312500019,3.04275227746022e-07
0.002211070312500037,5.131335826510184e-07
0.002220070312500074,9.332552657422263e-07
0.002238070312500147,1.791243436384948e-06
0.002274070312500294,3.645431801802529e-06
0.002346070312500588,8.51623226590575e-06
0.00245,2.167928851257822e-05
0.0024578125,2.028153432585446e-05
0.0024734375,1.773281569684743e-05
0.0025046875,1.348102341876949e-05
0.0025671875,7.450363595732329e-06
0.00263359375,3.229515922940586e-06
0.0027,0
0.0028328125,-9.213296418442751e-06
0.00295,-2.671085408821763e-05
0.0029578125,-2.499563640806021e-05
0.0029734375,-2.186643249788444e-05
0.0030046875,-1.664084720712425e-05
0.0030671875,-9.21329641844271e-06
0.003133593750000001,-3.998976168440531e-06
0.003200000000000001,1.505566561545404e-17
0.00320025,1.256814675869494e-05
0.003200625,0.0001335924192095658
0.003201,0.001356588750498591
0.0032011875,0.00135658711004738
0.0032015625,0.001356583829438062
0.003202312499999999,0.001356577269391596
0.003203812499999997,0.001356564153985389
0.003206812499999993,0.001356537941904253
0.003212812499999985,0.001356485592542373
0.003224812499999969,0.001356381192025948
0.003248812499999938,0.001356173575925012
0.003274406249999969,0.001355953896749916
0.0033,0.001355735975987399
0.003301,0.001366943756504171
0.0033010625,0.0009294497909432569
0.0033011875,0.0004297008376699268
0.003301437500000001,9.176744618507831e-05
0.00330171875,1.570318898537532e-05
0.003302,9.25211140479069e-08
0.003302140625,9.902715737268308e-08
0.0033022109375,1.022802283505598e-07
0.0033023515625,1.087864743971704e-07
0.003302632812499999,1.217994134298918e-07
0.003303195312499998,1.478273238728847e-07
0.003304320312499995,1.99893231431591e-07
0.003306570312499991,3.040810548158253e-07
0.003311070312499981,5.128061269715384e-07
0.003320070312499963,9.326597098328703e-07
0.003338070312499925,1.790100356186497e-06
0.00337407031249985,3.643105473159885e-06
0.0034460703124997,8.510797640822036e-06
0.00355,2.166545389653548e-05
0.0035578125,2.02685916852325e-05
0.0035734375,1.772149951844138e-05
0.0036046875,1.347242051730641e-05
0.0036671875,7.445609153737291e-06
0.00373359375,3.22745501061994e-06
0.0038,-2.485299288647474e-20
0.003932812500000001,-9.207416962649609e-06
0.00405,-2.66938085836905e-05
0.0040578125,-2.497968546796143e-05
0.0040734375,-2.185247845609676e-05
0.0041046875,-1.663022786730588e-05
0.0041671875,-9.207416962649566e-06
0.00423359375,-3.996424225842301e-06
0.0043,0
0.00430025,1.256012640854946e-05
0.004300625000000001,0.0001335071673426905
0.004301,0.00135572314498
0.004301187499999999,0.00135572155567933
0.004301562499999998,0.001355718377357492
0.004302312499999995,0.001355712021831598
0.00430381249999999,0.001355699315249096
0.004306812499999979,0.001355673919946583
0.004312812499999957,0.001355623200674445
0.004324812499999914,0.001355522046528428
0.004348812499999827,0.001355320868415176
0.004374406249999914,0.001355107975340646
0.0044,0.001354896759989523
