/net1 X,/net1 Y
0,0
1.07421875e-07,0.00021484375
3.22265625e-07,0.00064453125
7.51953125e-07,0.00150390625
1.611328125e-06,0.00322265625
3.330078125e-06,0.006660156249999999
6.767578125e-06,0.01353515625
1.3642578125e-05,0.02728515625
2.7392578125e-05,0.05478515624999999
5.4892578125e-05,0.10978515625
0.000109892578125,0.21978515625
0.0001799462890625,0.359892578125
0.00025,0.5
0.0002587567138671875,0.482486572265625
0.0002762701416015625,0.4474597167968751
0.0003112969970703124,0.3774060058593752
0.0003813507080078123,0.2372985839843754
0.0005,0
0.000625,-0.25
0.00075,-0.5
0.000765625,-0.46875
0.0007968750000000001,-0.4062499999999999
0.0008593750000000001,-0.2812499999999998
0.0009296875000000001,-0.1406249999999999
0.001,0
0.00100025,0.3750000000000498
0.001000625,0.9374999999999618
0.001001,1.499999999999874
0.0010011875,1.5
0.0010015625,1.5
0.0010023125,1.5
0.001003812499999999,1.5
0.001006812499999999,1.5
0.001012812499999998,1.5
0.001024812499999996,1.5
0.001048812499999992,1.5
0.001074406249999996,1.5
0.0011,1.5
0.001101,1.502
0.0011010625,1.408374999999967
0.0011011875,1.22112499999978
0.0011014375,0.8466249999994054
0.00110171875,0.4253124999996336
0.001102,0.004000000000186847
0.001102140625,0.004281249999999511
0.0011022109375,0.004421874999999218
0.001102351562499999,0.004703124999998632
0.001102632812499999,0.00526562499999746
0.001103195312499998,0.006390624999995115
0.001104320312499995,0.008640624999990427
0.001106570312499991,0.01314062499998105
0.001111070312499981,0.02214062499996229
0.001120070312499962,0.04014062499992478
0.001138070312499925,0.07614062499984976
0.00117407031249985,0.1481406249996997
0.0012460703124997,0.2921406249993996
0.00135,0.5
0.0013578125,0.484375
0.0013734375,0.4531249999999999
0.0014046875,0.3906249999999999
0.0014671875,0.2656249999999998
0.00153359375,0.1328124999999997
0.0016,0
0.0017328125,-0.2656249999999994
0.00185,-0.5
0.0018578125,-0.484375
0.0018734375,-0.4531249999999999
0.0019046875,-0.3906249999999999
0.0019671875,-0.2656249999999998
0.00203359375,-0.1328124999999997
0.0021,3.252606517456513e-13
0.002100250000000001,0.3750000000007003
0.002100625,0.9375000000006124
0.002101,1.5
0.002101187500000001,1.5
0.002101562500000001,1.5
0.002102312500000002,1.5
0.002103812500000003,1.5
0.002106812500000006,1.5
0.002112812500000012,1.5
0.002124812500000024,1.5
0.002148812500000048,1.5
0.002174406250000024,1.5
0.0022,1.5
0.002201,1.502
0.0022010625,1.408374999999642
0.0022011875,1.221124999999455
0.002201437500000001,0.8466249999990806
0.002201718750000001,0.4253124999993087
0.002202,0.004000000000000531
0.002202140625000001,0.004281250000000812
0.002202210937500001,0.004421875000001387
0.002202351562500001,0.004703125000002535
0.002202632812500003,0.005265625000004832
0.002203195312500005,0.006390625000009427
0.002204320312500009,0.008640625000018616
0.002206570312500019,0.01314062500003699
0.002211070312500037,0.02214062500007375
0.002220070312500074,0.04014062500014726
0.002238070312500147,0.07614062500029428
0.002274070312500294,0.1481406250005883
0.002346070312500588,0.2921406250011764
0.00245,0.4999999999999996
0.0024578125,0.4843750000000004
0.0024734375,0.4531250000000004
0.0025046875,0.3906250000000003
0.0025671875,0.2656250000000002
0.00263359375,0.1328125000000001
0.0027,0
0.0028328125,-0.2656250000000002
0.00295,-0.5
0.0029578125,-0.4843749999999996
0.0029734375,-0.4531249999999996
0.0030046875,-0.3906249999999994
0.0030671875,-0.2656249999999993
0.003133593750000001,-0.1328124999999992
0.003200000000000001,6.505213034913027e-13
0.00320025,0.375000000000375
0.003200625,0.9375000000002871
0.003201,1.5
0.0032011875,1.5
0.0032015625,1.5
0.003202312499999999,1.5
0.003203812499999997,1.5
0.003206812499999993,1.5
0.003212812499999985,1.5
0.003224812499999969,1.5
0.003248812499999938,1.5
0.003274406249999969,1.5
0.0033,1.5
0.003301,1.502
0.0033010625,1.408374999999968
0.0033011875,1.22112499999978
0.003301437500000001,0.8466249999994059
0.00330171875,0.425312499999634
0.003302,0.004000000000000531
0.003302140625,0.004281249999999945
0.0033022109375,0.004421874999999652
0.0033023515625,0.004703124999999066
0.003302632812499999,0.005265624999997894
0.003303195312499998,0.006390624999995549
0.003304320312499995,0.00864062499999086
0.003306570312499991,0.01314062499998148
0.003311070312499981,0.02214062499996273
0.003320070312499963,0.04014062499992522
0.003338070312499925,0.07614062499985019
0.00337407031249985,0.1481406249997002
0.0034460703124997,0.2921406249994001
0.00355,0.5
0.0035578125,0.4843749999999996
0.0035734375,0.4531249999999996
0.0036046875,0.3906249999999994
0.0036671875,0.2656249999999993
0.00373359375,0.1328124999999992
0.0038,-8.673617379884035e-16
0.003932812500000001,-0.2656250000000011
0.00405,-0.4999999999999996
0.0040578125,-0.4843750000000004
0.0040734375,-0.4531250000000004
0.0041046875,-0.3906250000000003
0.0041671875,-0.2656250000000002
0.00423359375,-0.1328124999999992
0.0043,0
0.00430025,0.375000000000375
0.004300625000000001,0.9375000000009376
0.004301,1.5
0.004301187499999999,1.5
0.004301562499999998,1.5
0.004302312499999995,1.5
0.00430381249999999,1.5
0.004306812499999979,1.5
0.004312812499999957,1.5
0.004324812499999914,1.5
0.004348812499999827,1.5
0.004374406249999914,1.5
0.0044,1.5
0.004401,1.502
0.0044010625,1.408374999999317
0.004401187500000001,1.22112499999913
0.004401437500000001,0.8466249999987553
0.00440171875,0.4253124999996332
0.004402000000000001,0.004000000000000531
0.004402140625,0.004281249999999945
0.0044022109375,0.004421874999998784
0.004402351562499998,0.004703124999996464
0.004402632812499996,0.005265624999991822
0.004403195312499992,0.006390624999982539
0.004404320312499982,0.008640624999963972
0.004406570312499964,0.01314062499992684
0.004411070312499927,0.02214062499985257
0.004420070312499852,0.04014062499970404
0.004438070312499704,0.07614062499940698
0.004474070312499407,0.1481406249988128
0.004546070312498813,0.2921406249976246
0.00465,0.5
0.0046578125,0.4843749999999996
0.004673437500000001,0.4531249999999996
0.004704687500000001,0.3906249999999994
0.004767187500000001,0.2656249999999993
0.00483359375,0.1328125000000001
0.0049,8.881784197001252e-16
0.005032812499999999,-0.2656249999999968
0.00515,-0.4999999999999987
0.0051578125,-0.4843749999999996
0.0051734375,-0.4531249999999996
0.0052046875,-0.3906249999999994
0.0052671875,-0.2656249999999993
0.005333593750000001,-0.1328125000000001
0.0054,-8.881784197001252e-16
0.005400250000000001,0.375000000000375
0.005400625000000001,0.9375000000009376
0.005401,1.5
0.0054011875,1.5
0.005401562499999998,1.5
0.005402312499999996,1.5
0.00540381249999999,1.5
0.005406812499999979,1.5
0.005412812499999958,1.5
0.005424812499999914,1.5
0.005448812499999827,1.5
0.005474406249999914,1.5
0.005500000000000001,1.5
0.005501000000000001,1.502
0.005501062500000001,1.408374999999317
0.005501187500000001,1.22112499999913
0.005501437500000001,0.8466249999987553
0.005501718750000001,0.4253124999996332
0.005502000000000001,0.004000000000000531
0.005502140625000001,0.004281249999999945
0.0055022109375,0.004421874999998784
0.005502351562499999,0.004703124999996464
0.005502632812499996,0.005265624999991822
