/I0/p X,/I0/p Y
0,0
1.07421875e-07,4.979004556426269e-09
3.22265625e-07,1.493702927351477e-08
7.51953125e-07,3.485325035462965e-08
1.611328125e-06,7.468725295791417e-08
3.330078125e-06,1.543684912234418e-07
6.767578125e-06,3.138398459928728e-07
1.3642578125e-05,6.336661478220444e-07
2.7392578125e-05,1.280454308156745e-06
5.4892578125e-05,2.63191764141037e-06
0.000109892578125,5.818700380999159e-06
0.0001799462890625,1.175080708560531e-05
0.00025,2.170832580119145e-05
0.0002587567138671875,2.014535543421418e-05
0.0002762701416015625,1.732661058369469e-05
0.0003112969970703124,1.272224691051865e-05
0.0003813507080078123,6.418319614602572e-06
0.0005,0
0.000625,-8.502081856803598e-06
0.00075,-2.674663066726978e-05
0.000765625,-2.341435529720402e-05
0.0007968750000000001,-1.785604370244907e-05
0.0008593750000000001,-9.987066600445353e-06
0.0009296875000000001,-4.26481357590764e-06
0.001,0
0.00100025,2.170832580119759e-05
0.001000625,0.000484947255690257
0.001001,0.01064673200169504
0.0010011875,0.01064107872334619
0.0010015625,0.01062981471423917
0.0010023125,0.01060745539954243
0.001003812499999999,0.01056339990947809
0.001006812499999999,0.01047785148414085
0.001012812499999998,0.01031633522949145
0.001024812499999996,0.01002696593334696
0.001048812499999992,0.009554132811733899
0.001074406249999996,0.009162380597814906
0.0011,0.008851514019479517
0.001101,0.008913683994983932
0.0011010625,0.005328502762459646
0.0011011875,0.001904270327913145
0.0011014375,0.0002431852935727527
0.00110171875,2.37897152351731e-05
0.001102,7.68926777909518e-08
0.001102140625,8.229973646874844e-08
0.0011022109375,8.500330679527853e-08
0.001102351562499999,9.041053395642745e-08
0.001102632812499999,1.012253597223178e-07
0.001103195312499998,1.228567003274922e-07
0.001104320312499995,1.661277643949155e-07
0.001106570312499991,2.527164400195799e-07
0.001111070312499981,4.261841925896039e-07
0.001120070312499962,7.751171534228582e-07
0.001138070312499925,1.4877210603181e-06
0.00117407031249985,3.02772116582689e-06
0.0012460703124997,7.073174890222447e-06
0.00135,1.800577935858968e-05
0.0013578125,1.684487163465344e-05
0.0013734375,1.472802793591298e-05
0.0014046875,1.119669278193833e-05
0.0014671875,6.187915390682298e-06
0.00153359375,2.682281344693654e-06
0.0016,0
0.0017328125,-7.652123010379869e-06
0.00185,-2.218475688964074e-05
0.0018578125,-2.076017918346063e-05
0.0018734375,-1.816121219513116e-05
0.0019046875,-1.382109117546169e-05
0.0019671875,-7.652123010379884e-06
0.00203359375,-3.321358194362418e-06
0.0021,8.33634348013115e-18
0.002100250000000001,1.800577935866123e-05
0.002100625,0.0004022352237805598
0.002101,0.00883620707819777
0.002101187500000001,0.008834189382662299
0.002101562500000001,0.008830163075164141
0.002102312500000002,0.008822146604192149
0.002103812500000003,0.008806256733189528
0.002106812500000006,0.008775037499170532
0.002112812500000012,0.008714750915257566
0.002124812500000024,0.008602123508707036
0.002148812500000048,0.008404159308754437
0.002174406250000024,0.008225489725653618
0.0022,0.008073075922929725
0.002201,0.008134243478264261
0.0022010625,0.004862652837193351
0.0022011875,0.001737787636973294
0.002201437500000001,0.0002219245820668616
0.002201718750000001,2.170987617504021e-05
0.002202,7.017026042581825e-08
0.002202140625000001,7.510460172877986e-08
0.002202210937500001,7.757180978233286e-08
0.002202351562500001,8.250630483447341e-08
0.002202632812500003,9.237563390852868e-08
0.002203195312500005,1.121158334611438e-07
0.002204320312500009,1.51603882543992e-07
0.002206570312500019,2.306224587398049e-07
0.002211070312500037,3.889246238333968e-07
0.002220070312500074,7.073517802014237e-07
0.002238070312500147,1.357655595431675e-06
0.002274070312500294,2.763019689534906e-06
0.002346070312500588,6.454795675978658e-06
0.00245,1.643160653444211e-05
0.0024578125,1.537219230067755e-05
0.0024734375,1.344041572717294e-05
0.0025046875,1.021781099367251e-05
0.0025671875,5.646930851654871e-06
0.00263359375,2.447780281704663e-06
0.0027,0
0.0028328125,-6.983128691940269e-06
0.00295,-2.024523287846083e-05
0.0029578125,-1.894520026784663e-05
0.0029734375,-1.657345050363212e-05
0.0030046875,-1.261276879767477e-05
0.0030671875,-6.983128691940237e-06
0.003133593750000001,-3.030985214404122e-06
0.003200000000000001,1.521506103940243e-17
0.00320025,1.643160653447711e-05
0.003200625,0.0003670694169808662
0.003201,0.008065329326278682
0.0032011875,0.008064303656401442
0.0032015625,0.008062255610608733
0.003202312499999999,0.00805817264560893
0.003203812499999997,0.008050058831003825
0.003206812499999993,0.008034036585268032
0.003212812499999985,0.008002789769089828
0.003224812499999969,0.007943307465620627
0.003248812499999938,0.007835115625409802
0.003274406249999969,0.007733261609540219
0.0033,0.007643026054404902
0.003301,0.007702860693592063
0.0033010625,0.004604805801621026
0.0033011875,0.001645639707509665
0.003301437500000001,0.0002101568088939786
0.00330171875,2.055868825318068e-05
0.003302,6.644941210649719e-08
0.003302140625,7.112210502118607e-08
0.0033022109375,7.345848689731316e-08
0.0033023515625,7.813132540846245e-08
0.003302632812499999,8.747732342632344e-08
0.003303195312499998,1.061707791320328e-07
0.003304320312499995,1.435649348733463e-07
0.003306570312499991,2.183934719460098e-07
0.003311070312499981,3.683015062294244e-07
0.003320070312499963,6.698437437936636e-07
0.003338070312499925,1.285664548079606e-06
0.00337407031249985,2.616507803916929e-06
0.0034460703124997,6.112523672133426e-06
0.00355,1.556030414527602e-05
0.0035578125,1.45570664120295e-05
0.0035734375,1.272772422558873e-05
0.0036046875,9.676001334819364e-06
0.0036671875,5.347496689073751e-06
0.00373359375,2.317984281348106e-06
0.0038,-1.784962041786573e-20
0.003932812500000001,-6.61284130096678e-06
0.00405,-1.91717091338864e-05
0.0040578125,-1.794061205414981e-05
0.0040734375,-1.56946266959739e-05
0.0041046875,-1.194396410323555e-05
0.0041671875,-6.612841300966748e-06
0.00423359375,-2.870264188538397e-06
0.0043,0
0.00430025,1.556030414530914e-05
0.004300625000000001,0.000347605193606576
0.004301,0.007638362879788376
0.004301187499999999,0.007637743666015596
0.004301562499999998,0.007636506784072104
0.004302312499999995,0.007634039184619611
0.00430381249999999,0.007629128500555141
0.004306812499999979,0.007619404062711796
0.004312812499999957,0.007600334095525633
0.004324812499999914,0.007563642640888613
0.004348812499999827,0.007495564965751655
0.004374406249999914,0.007429843437149952
0.0044,0.007370248007449846
0.004401,0.007428949135882514
