/out0 X,/out0 Y
0,0.89930860412119
0.01782178217821782,0.8993665547985383
0.03564356435643565,0.8994289073302674
0.05346534653465347,0.8994961022969443
0.07128712871287129,0.8995686383260116
0.08910891089108912,0.8996470757926525
0.1069306930693069,0.8997320453158646
0.1247524752475248,0.8998242575287599
0.1425742574257426,0.8999245143638881
0.1603960396039604,0.900033722170674
0.1782178217821783,0.9001529070907367
0.1960396039603961,0.9002832332669602
0.2138613861386139,0.9004260246551752
0.2316831683168318,0.9005827914197149
0.2495049504950496,0.9007552620376272
0.2673267326732675,0.9009454220794429
0.2851485148514853,0.9011555596746289
0.3029702970297031,0.9013883150216928
0.320792079207921,0.9016467259725764
0.3386138613861388,0.9019342544428846
0.3564356435643566,0.9022547768629824
0.3742574257425745,0.9026125455591759
0.3920792079207923,0.9030121865210637
0.4099009900990102,0.9034588276939124
0.427722772277228,0.9039583431170292
0.4455445544554458,0.9045175306780828
0.4633663366336637,0.9051440583068056
0.4811881188118815,0.9058461265793276
0.4990099009900993,0.9066319948564447
0.5168316831683172,0.9075094538434368
0.534653465346535,0.9084853581433476
0.5524752475247529,0.9095652798695505
0.5702970297029707,0.9107533098877106
0.5881188118811885,0.9120519991543278
0.6059405940594064,0.9134624094229562
0.6237623762376242,0.9149842339430978
0.641584158415842,0.9166159523089756
0.6594059405940599,0.9183549934991544
0.6772277227722777,0.9201978918127957
0.6950495049504956,0.9221404286254907
0.7128712871287134,0.924177757836546
0.7306930693069312,0.9263045151782459
0.7485148514851491,0.9285149122579341
0.7663366336633669,0.9308028161970339
0.7841584158415847,0.9331618155592586
0.8019801980198026,0.9355852731588324
0.8198019801980204,0.9380663663556641
0.8376237623762383,0.9405981155421751
0.8554455445544561,0.943173401653048
0.8732673267326739,0.9457849736473305
0.8910891089108918,0.9484254470026913
0.9089108910891096,0.9510872943286428
0.9267326732673274,0.9537628292647102
0.9445544554455453,0.956444184900043
0.9623762376237631,0.9591232880604684
0.980198019801981,0.9617918309820997
0.9980198019801988,0.9644412421517299
1.015841584158417,0.9670626584639674
1.033663366336634,0.9696469013370872
1.051485148514852,0.9721844600454151
1.06930693069307,0.9746654862482
1.087128712871288,0.9770798044798215
1.104950495049506,0.9794169441418459
1.122772277227724,0.9816661992150278
1.140594059405941,0.9838167224225237
1.158415841584159,0.9858576609607316
1.176237623762377,0.9877783414226353
1.194059405940595,0.989568512706186
1.211881188118813,0.9912186581675734
1.229702970297031,0.9927203919953035
1.247524752475248,0.9940669572482427
1.265346534653466,0.9952538369370665
1.283168316831684,0.9962794623039947
1.300990099009902,0.9971459422220988
1.31881188118812,0.9978596498873579
1.336633663366338,0.9984314294438482
1.354455445544555,0.9988761980383376
1.372277227722773,0.9992118739755774
1.390099009900991,0.9994577561880514
1.407920792079209,0.9996328449980454
1.425742574257427,0.9997543423202956
1.443564356435645,0.9998367547396423
1.461386138613862,0.9998915814824891
1.47920792079208,0.9999274737462669
1.497029702970298,0.9999506655459444
1.514851485148516,0.999965495463766
1.532673267326734,0.9999749007408701
1.550495049504952,0.9999808274118941
1.568316831683169,0.999984543402924
1.586138613861387,0.9999868642523529
1.603960396039605,0.9999883091768214
1.621782178217823,0.9999892064761949
1.639603960396041,0.999989762790877
1.657425742574259,0.9999901072728875
1.675247524752477,0.9999903203815945
1.693069306930694,0.9999904521215452
1.710891089108912,0.9999905335135062
1.72871287128713,0.9999905837749199
1.746534653465348,0.9999906147984881
1.764356435643566,0.9999906339380048
1.782178217821784,0.9999906457377089
1.8,0.9999906530041535
